,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,currency,regularMarketChangePercent,regularMarketPrice,gmtOffSetMilliseconds,esgPopulated,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,tradeable,cryptoTradeable,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketTime,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,market,price,ipoExpectedDate,trailingPE,displayName,prevName,nameChangeDate,newListingDate,underlyingSymbol,openInterest
ARLP,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-0.74177027,21.41,-18000000,False,1682944200.0,1683289800.0,1.95,0.09040334,4.4,6.2,5.92,3.616554,127195000.0,12.697,21.1318,0.27820015,0.013165,21.7023,-0.29229927,-0.013468586,2723245056.0,3.4532259,1.6862252,15,0,1.7 - Buy,False,False,934896600000.0,2,0.8874383,1676680774.0,21.6,0.19000053,-0.15999985,1676667605,21.55,21.12 - 21.55,21.12,511819,21.57,21.2,21.46,8,9.0,NasdaqGS,USD,21.5,521129,591260,8.809999,0.6992063,12.6 - 27.63,-6.2199993,-0.22511761,12.6,27.63,1676332800.0,1675090800.0,NMS,"Alliance Resource Partners, L.P","Alliance Resource Partners, L.P.",finmb_404105,America/New_York,EST,us_market,21.41,,4.865909,"Alliance Resource Partners, L.P",,,,,
AROW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,1.2273936,31.34,-18000000,False,1682339400.0,1682685000.0,1.056,0.034108527,2.95,3.28,3.18,9.855346,16551600.0,21.36,33.06,-1.7200012,-0.05202665,32.291058,-0.95105743,-0.029452657,518727136.0,9.554878,1.4672284,15,0,,False,False,338131800000.0,2,0.0,1676668888.0,31.34,0.0,0.38000107,1676667605,31.39,30.9187 - 31.39,30.9187,54440,30.96,30.74,31.98,11,12.0,NasdaqGS,USD,31.09,23555,34770,2.8400002,0.09964913,28.5 - 36.51,-5.169998,-0.14160499,28.5,36.51,1678838400.0,1675083305.0,NMS,Arrow Financial Corporation,Arrow Financial Corporation,finmb_251652,America/New_York,EST,us_market,31.34,,10.623729,Arrow Financial,,,,,
ARQQ,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-42.09486,1.465,-18000000,False,1683721800.0,1684153800.0,0.0,0.0,0.27,0.07,0.26,5.634616,122675000.0,0.644,3.3747,-1.9097,-0.56588733,5.522775,-4.057775,-0.7347348,179718880.0,20.928572,2.274845,15,0,2.3 - Buy,False,False,1617283800000.0,4,1.70648,1676681986.0,1.49,0.025,-1.0649999,1676667604,1.57,1.4 - 1.57,1.4,18779260,2.53,1.47,1.49,12,40.0,NasdaqCM,USD,1.55,1697132,6678320,0.06500006,0.046428613,1.4 - 17.88,-16.414999,-0.9180649,1.4,17.88,,1671033600.0,NCM,Arqit Quantum Inc.,Arqit Quantum Inc.,finmb_598954721,America/New_York,EST,us_market,1.465,2021-09-07,5.4259257,Arqit Quantum,Centricus Acquisition Corp.,2023-02-15,,,
ARQT,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,2.1058872,16.97,-18000000,False,1677618000.0,1677618000.0,0.0,0.0,-4.673,-4.62,-5.93,-2.86172,60927800.0,4.446,15.6906,1.2793989,0.08153919,19.44865,-2.478651,-0.12744592,1033944704.0,-3.67316,3.8169138,15,0,1.9 - Buy,False,False,1580481000000.0,2,0.0,1676668888.0,16.97,0.0,0.34999847,1676667605,17.01,16.495 - 17.01,16.495,606750,16.62,16.9,16.91,11,8.0,NasdaqGS,USD,16.69,797265,656180,4.159999,0.3247462,12.81 - 27.4,-10.43,-0.38065696,12.81,27.4,,1677618000.0,NMS,"Arcutis Biotherapeutics, Inc.","Arcutis Biotherapeutics, Inc.",finmb_549019944,America/New_York,EST,us_market,16.97,,,Arcutis Biotherapeutics,,,,,
ARRW,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-0.09871895,10.12,-18000000,False,,,0.0,0.0,0.31,,,,28750000.0,-0.351,10.05512,0.06487942,0.006452376,9.89576,0.2242403,0.022660242,363687488.0,,-28.831907,15,0,,False,False,1619443800000.0,2,,,,,-0.010000229,1676653784,10.125,10.11 - 10.125,10.11,311366,10.13,10.12,10.13,18,11.0,NasdaqCM,USD,10.12,116801,151850,0.4300003,0.044375677,9.69 - 10.3,-0.1800003,-0.017475758,9.69,10.3,,,NCM,Arrowroot Acquisition Corp.,Arrowroot Acquisition Corp.,finmb_702779027,America/New_York,EST,us_market,10.12,2021-04-22,32.64516,Arrowroot,,,,,
ARRY,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-2.1194632,20.32,-18000000,False,1668027600.0,1668459600.0,0.0,0.0,-0.78,0.95,0.35,58.057144,150491008.0,0.411,21.0894,-0.76939964,-0.036482766,17.140175,3.1798248,0.18551882,3057977344.0,21.389473,49.440388,15,0,2.2 - Buy,False,False,1602768600000.0,2,0.295273,1676681518.0,20.38,0.0599995,-0.44000053,1676667605,20.755,20.06 - 20.755,20.06,2717728,20.76,20.36,20.39,30,10.0,NasdaqGM,USD,20.67,4258860,5321070,14.875,2.731864,5.445 - 24.59,-4.2700005,-0.17364784,5.445,24.59,,1636646520.0,NGM,"Array Technologies, Inc.","Array Technologies, Inc.",finmb_51751457,America/New_York,EST,us_market,20.32,2020-10-15,,Array,,,,,
ARTE,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.0,10.3,-18000000,False,,,0.0,0.0,0.44,,,,20125000.0,-0.269,10.19994,0.10006046,0.0098099075,10.03122,0.26877975,0.026794322,259108864.0,,-38.289963,15,0,,False,False,1637677800000.0,2,,,,,0.0,1676664120,10.3,10.3 - 10.3,10.3,9399,10.3,4.13,16.48,8,8.0,NasdaqGM,USD,10.3,42386,14990,0.6000004,0.06185571,9.7 - 10.3,0.0,0.0,9.7,10.3,,,NGM,Artemis Strategic Investment Co,Artemis Strategic Investment Corporation,finmb_704395172,America/New_York,EST,us_market,10.3,2021-11-22,23.409092,Artemis Strategic Inv,,,,,
ARTL,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,2.0338964,3.01,-18000000,False,1677591000.0,1677936600.0,0.0,0.0,-0.316,-0.32,,,2855690.0,7.67,3.03642,-0.026420116,-0.008701074,3.86634,-0.85633993,-0.22148594,8595627.0,-9.40625,0.39243805,15,0,1.7 - Buy,False,False,1561123800000.0,4,3.32226,1676670254.0,3.11,0.0999999,0.059999943,1676667593,3.08,2.95 - 3.08,2.95,15400,2.95,2.86,3.11,40,18.0,NasdaqCM,USD,2.96,23714,18380,0.6299999,0.2647058,2.38 - 11.07,-8.059999,-0.7280939,2.38,11.07,1561075200.0,1667912400.0,NCM,"Artelo Biosciences, Inc.","Artelo Biosciences, Inc.",finmb_274120655,America/New_York,EST,us_market,3.01,,,Artelo Biosciences,,,,,
ARTW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-0.88888806,2.23,-18000000,False,1676986200.0,1677331800.0,0.0,0.0,0.09,,,,4880100.0,2.253,2.2298,0.00020003319,8.970903e-05,2.2564,-0.02640009,-0.011700092,11210834.0,,0.9897914,15,0,,False,False,322151400000.0,4,-0.89686,1676675295.0,2.21,-0.02,-0.01999998,1676667585,2.24,2.22 - 2.24,2.22,5125,2.25,2.18,2.79,13,18.0,NasdaqCM,USD,2.24,18091,19950,0.43000007,0.23888893,1.8 - 7.7,-5.47,-0.7103896,1.8,7.7,1425254400.0,1665000000.0,NCM,"Art's-Way Manufacturing Co., In","Art's-Way Manufacturing Co., Inc.",finmb_251792,America/New_York,EST,us_market,2.23,,24.777777,Art's-Way Manufacturing,,,,,
ARVL,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-5.610179,0.3264,-18000000,False,1678366800.0,1678366800.0,0.0,0.0,-2.015,-0.25,-0.74,-0.44108108,638345024.0,1.646,0.31596,0.010440022,0.033042226,0.97219,-0.64579,-0.6642631,208355824.0,-1.3056,0.19829892,15,0,3.0 - Hold,False,False,1580740200000.0,4,1.01102,1676681960.0,0.3297,0.00329998,-0.0194,1676667605,0.3447,0.3111 - 0.3447,0.3111,4723306,0.3458,0.32,0.3297,10,10.0,NasdaqGS,USD,0.343,13442245,5073660,0.18540001,1.3148936,0.141 - 4.13,-3.8036,-0.92096853,0.141,4.13,,1678366800.0,NMS,Arrival,Arrival,finmb_622951034,America/New_York,EST,us_market,0.3264,2021-03-25,,,,,,,
ARVN,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,3.941177,35.34,-18000000,False,1677504600.0,1677850200.0,0.0,0.0,-4.176,-5.91,-4.94,-7.1538463,53227500.0,11.682,34.0424,1.2975998,0.038117167,42.77355,-7.433548,-0.17378843,1881059840.0,-5.979696,3.025167,15,0,2.0 - Buy,False,False,1538055000000.0,2,0.0,1676668887.0,35.34,0.0,1.3400002,1676667605,35.645,33.81 - 35.645,33.81,293185,34.0,30.33,54.31,8,8.0,NasdaqGS,USD,34.12,535621,413440,8.33,0.3084043,27.01 - 75.39,-40.05,-0.53123754,27.01,75.39,,1667908804.0,NMS,"Arvinas, Inc.","Arvinas, Inc.",finmb_243040896,America/New_York,EST,us_market,35.34,,,Arvinas,,,,,
ARWR,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,2.3657832,33.75,-18000000,False,1683543540.0,1683892800.0,0.0,0.0,-1.075,-3.28,-2.44,-13.831967,108310000.0,3.552,34.6114,-0.8614006,-0.02488777,35.7196,-1.9696007,-0.055140615,3655462400.0,-10.289635,9.501689,15,0,2.0 - Buy,False,False,756052200000.0,2,-1.0074079,1676677609.0,33.41,-0.34000015,0.7799988,1676667604,33.86,32.5 - 33.86,32.5,587198,32.97,33.0,35.0,9,30.0,NasdaqGS,USD,33.07,978450,901500,6.9400005,0.25885865,26.81 - 51.11,-17.36,-0.33965957,26.81,51.11,,1675719000.0,NMS,"Arrowhead Pharmaceuticals, Inc.","Arrowhead Pharmaceuticals, Inc.",finmb_203142,America/New_York,EST,us_market,33.75,,,Arrowhead Pharmaceuticals,,,,,
ARYD,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.09822471,10.19,-18000000,False,,,0.0,0.0,0.09,,,,15449000.0,-0.436,10.1225,0.06749916,0.00666823,9.943205,0.2467947,0.024820438,195510432.0,,-23.37156,15,0,,False,False,1614349800000.0,2,,,,,0.009999275,1676667569,10.19,10.19 - 10.19,10.19,79740,10.18,10.19,10.2,18,8.0,NasdaqCM,USD,10.19,96688,17890,0.48999977,0.050515443,9.7 - 10.73,-0.53999996,-0.050326187,9.7,10.73,,,NCM,ARYA Sciences Acquisition Corp ,ARYA Sciences Acquisition Corp IV,finmb_703984099,America/New_York,EST,us_market,10.19,2021-02-26,113.22221,,,,,,
ARYE,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-0.19724315,10.12,-18000000,False,,,0.0,0.0,-0.301,,,,15449000.0,-0.241,10.06736,0.05263996,0.005228775,9.864475,0.25552464,0.025903521,194167376.0,,-41.991703,15,0,,False,False,1626096600000.0,2,,,,,-0.020000458,1676494796,10.14,10.13 - 10.14,10.13,97,10.14,10.13,16.22,8,12.0,NasdaqCM,USD,10.12,60196,71160,0.5,0.051975053,9.62 - 10.15,-0.029999733,-0.0029556388,9.62,10.15,,,NCM,ARYA Sciences Acquisition Corp ,ARYA Sciences Acquisition Corp V,finmb_719032505,America/New_York,EST,us_market,10.12,2021-07-13,,,,,,,
ASCA,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.89718455,10.4025,-18000000,False,,,0.0,0.0,,,,,8694000.0,0.443,10.2579,0.14459991,0.014096444,10.06006,0.3424406,0.03403962,90439336.0,,23.481943,15,0,,False,False,1647610200000.0,2,,,,,0.09249973,1676659993,10.405,10.3 - 10.405,10.3,4953,10.31,10.31,16.42,18,8.0,NasdaqCM,USD,10.3,21718,8650,0.8544998,0.08949516,9.548 - 11.44,-1.0374994,-0.090690516,9.548,11.44,,,NCM,A SPAC I Acquisition Corp.,A SPAC I Acquisition Corp.,finmb_1673469967,America/New_York,EST,us_market,10.4025,2022-03-17,,A SPAC I,,,,,
ASCB,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-0.09689221,10.31,-18000000,False,,,0.0,0.0,,,,,20300000.0,-0.227,10.22638,0.08362007,0.008176899,10.024511,0.28548908,0.028479103,260843008.0,,-45.418503,15,0,,False,False,1654003800000.0,2,,,,,-0.009999275,1676667597,10.31,10.31 - 10.31,10.31,3214,10.32,10.31,16.51,9,9.0,NasdaqGM,USD,10.33,101406,326090,0.5,0.050968397,9.81 - 10.48,-0.16999912,-0.01622129,9.81,10.48,,,NGM,A SPAC II Acquisition Corp.,A SPAC II Acquisition Corporation,finmb_1681424113,America/New_York,EST,us_market,10.31,2022-05-31,,A SPAC II,,,,,
ASLE,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,0.5699514,19.41,-18000000,False,1678705140.0,1679054400.0,0.0,0.0,0.81,1.25,1.16,16.73276,51774700.0,8.806,17.0655,2.3444996,0.13738242,17.148275,2.2617245,0.13189223,1004946944.0,15.528,2.204179,15,0,2.0 - Buy,False,False,1551364200000.0,2,0.0,1676668889.0,19.41,0.0,0.11000061,1676667604,19.59,19.28 - 19.59,19.28,170318,19.3,18.29,19.75,8,8.0,NasdaqCM,USD,19.36,213190,193260,6.63,0.51877934,12.78 - 21.76,-2.3500004,-0.10799634,12.78,21.76,,1667943000.0,NCM,AerSale Corporation,AerSale Corporation,finmb_84236826,America/New_York,EST,us_market,19.41,,23.962963,AerSale,,,,,
ASLN,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.6375015,0.8051,-18000000,False,1666954800.0,1666954800.0,0.0,0.0,-0.538,-1.23,-0.71,-1.1339437,69744704.0,0.316,0.61544,0.18966001,0.30816978,0.563365,0.24173504,0.42909136,56151464.0,-0.6545529,2.5477848,15,0,2.0 - Buy,False,False,1525440600000.0,4,,,,,0.005100012,1676667357,0.8098,0.785 - 0.8098,0.785,98544,0.8,0.771,0.81,10,32.0,NasdaqCM,USD,0.79,171772,150500,0.46410003,1.3609972,0.341 - 0.989,-0.1839,-0.18594539,0.341,0.989,,1666954800.0,NCM,ASLAN Pharmaceuticals Limited,ASLAN Pharmaceuticals Limited,finmb_419159771,America/New_York,EST,us_market,0.8051,,,ASLAN Pharmaceuticals,,,,,
ASMB,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-1.9607825,1.5,-18000000,False,1678273140.0,1678708800.0,0.0,0.0,-2.77,-1.65,-1.91,-0.7853403,48780000.0,2.112,1.4434,0.056599975,0.03921295,1.72315,-0.22315001,-0.12950121,73170000.0,-0.90909094,0.71022725,15,0,2.7 - Hold,False,False,1292596200000.0,4,1.9999981,1676674253.0,1.53,0.029999971,-0.029999971,1676667605,1.54,1.49 - 1.54,1.49,46107,1.53,1.5,1.53,8,8.0,NasdaqGS,USD,1.54,312100,136080,0.68,0.82926834,0.82 - 2.42,-0.9200001,-0.3801653,0.82,2.42,,1667941505.0,NMS,"Assembly Biosciences, Inc.","Assembly Biosciences, Inc.",finmb_99715344,America/New_York,EST,us_market,1.5,,,Assembly Biosciences,,,,,
ASML,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-0.6628324,651.93,-18000000,False,,,5.8,0.0088376915,15.11,24.59,20.46,31.863638,403137984.0,22.329,625.8034,26.126587,0.041748874,538.97546,112.95453,0.20957267,268863111168.0,26.511997,29.19656,15,0,1.7 - Buy,False,False,795277800000.0,2,0.08282761,1676681961.0,652.47,0.539978,-4.3500366,1676667605,657.995,647.385 - 657.995,647.385,1149817,656.28,651.2,652.46,8,9.0,NasdaqGS,EUR,650.75,1012178,859040,288.78,0.7952086,363.15 - 714.62,-62.690002,-0.08772495,363.15,714.62,1683676800.0,,NMS,ASML Holding N.V. - New York Re,ASML Holding N.V.,finmb_388904,America/New_York,EST,us_market,651.93,,43.1456,ASML Holding,,,,,
ASND,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,4.75036,116.65,-18000000,False,1683662400.0,1684180800.0,0.0,0.0,-8.457,-0.01,-0.05,-2333.0,57027200.0,8.082,118.6074,-1.9573975,-0.016503165,103.8262,12.823799,0.123512164,6652222976.0,-11665.0,14.43331,15,0,2.0 - Buy,False,False,1422455400000.0,2,-2.88041,1676668835.0,113.29,-3.36,5.290001,1676667604,120.105,108.55 - 120.105,108.55,565949,111.36,113.29,119.29,9,9.0,NasdaqGS,EUR,111.28,392322,291400,55.071003,0.8943147,61.579 - 134.525,-17.874992,-0.13287488,61.579,134.525,,1676583000.0,NMS,Ascendis Pharma A/S,Ascendis Pharma A/S,finmb_39510693,America/New_York,EST,us_market,116.65,,,,,,,,
ASNS,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-0.06246512,0.48,-18000000,False,,,0.0,0.0,-2.563,,,,17317600.0,0.321,0.52432,-0.044320017,-0.084528565,1.0169896,-0.53698957,-0.5280188,8312448.0,,1.495327,15,0,,False,False,1652448600000.0,4,,,,,-0.00030001998,1676667534,0.5,0.4607 - 0.5,0.4607,9002,0.4803,0.4608,0.6237,12,18.0,NasdaqCM,USD,0.4804,36537,60170,0.07999998,0.19999996,0.4 - 3.94,-3.46,-0.8781726,0.4,3.94,,,NCM,"Actelis Networks, Inc.","Actelis Networks, Inc.",finmb_108649,America/New_York,EST,us_market,0.48,,,Actelis Networks,,,,,
ASPA,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.0,10.48,-18000000,False,,,0.0,0.0,,,,,7462000.0,-0.358,10.34816,0.13183975,0.012740405,10.09971,0.38028908,0.037653465,78201760.0,,-29.27374,15,0,,False,False,1630675800000.0,2,,,,,0.0,1676317871,10.48,10.48 - 10.48,10.48,10,10.48,10.41,10.48,12,22.0,NasdaqCM,USD,10.48,14773,70,0.6559992,0.06677516,9.824 - 10.65,-0.17000008,-0.01596245,9.824,10.65,,,NCM,"Abri SPAC I, Inc.","Abri SPAC I, Inc.",finmb_713690319,America/New_York,EST,us_market,10.48,2021-09-03,,Abri SPAC I,,,,,
ASPI,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,0.0,1.85,-18000000,False,,,0.0,0.0,,,,,34357100.0,0.21,1.65616,0.19384003,0.11704185,1.8395147,0.0104852915,0.0057000313,63560636.0,,8.809525,15,0,,False,False,1668090600000.0,4,,,,,0.0,1676667110,1.97,1.85 - 1.97,1.85,7238,1.85,1.44,1.93,10,12.0,NasdaqCM,USD,1.97,130045,28420,0.6,0.48000002,1.25 - 3.75,-1.9,-0.50666666,1.25,3.75,,,NCM,ASP Isotopes Inc.,ASP Isotopes Inc.,finmb_1800354762,America/New_York,EST,us_market,1.85,2022-11-10,,ASP Isotopes,,,,,
ASPS,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-1.3133152,5.26,-18000000,False,1682512200.0,1682944200.0,0.0,0.0,1.81,1.37,-2.61,-2.0153258,16123400.0,-6.786,8.4326,-3.1725998,-0.37623033,11.0723,-5.8122997,-0.5249406,108742088.0,3.8394163,-0.7751253,15,0,2.5 - Buy,False,False,1249565400000.0,2,-3.6121683,1676673997.0,5.07,-0.19000006,-0.069999695,1676667604,5.29,5.02 - 5.29,5.02,191161,5.33,5.07,5.5,9,9.0,NasdaqGS,USD,5.29,220222,419280,1.0100002,0.23764712,4.25 - 17.67,-12.41,-0.7023203,4.25,17.67,,1675405810.0,NMS,Altisource Portfolio Solutions ,Altisource Portfolio Solutions S.A.,finmb_59049563,America/New_York,EST,us_market,5.26,,2.9060776,Altisource Portfolio,,,,,
ASPU,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,0.37365654,0.2149,-18000000,False,1678705140.0,1679054400.0,0.0,0.0,-0.392,-0.24,-0.31,-0.6932258,25305400.0,1.466,0.28726,-0.072359994,-0.25189722,0.631765,-0.416865,-0.65984184,5438130.0,-0.8954167,0.14658937,15,0,2.5 - Buy,False,False,1363959000000.0,4,0.0,1676675917.0,0.2149,0.0,0.00079999864,1676667600,0.22,0.21 - 0.22,0.21,75934,0.2141,0.21,0.2148,12,8.0,NasdaqGM,USD,0.22,312731,303170,0.014899999,0.074499995,0.2 - 1.91,-1.6951,-0.8874869,0.2,1.91,1484006400.0,1670967000.0,NGM,Aspen Group Inc.,"Aspen Group, Inc.",finmb_128912902,America/New_York,EST,us_market,0.2149,,,Aspen,,,,,
ASRT,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-3.5019424,4.96,-18000000,False,1678195800.0,1678714200.0,0.0,0.0,0.51,0.58,0.64,7.75,48293600.0,2.799,4.1322,0.8278003,0.2003292,3.1623,1.7976999,0.5684786,239536256.0,8.551724,1.7720615,15,0,2.0 - Buy,False,False,881159400000.0,4,-0.80645084,1676681026.0,4.92,-0.03999996,-0.17999983,1676667605,5.15,4.87 - 5.15,4.87,1273420,5.14,4.95,5.02,12,14.0,NasdaqCM,USD,5.14,1164904,1840380,3.1,1.6666666,1.86 - 5.22,-0.25999975,-0.049808383,1.86,5.22,,1667943000.0,NCM,"Assertio Holdings, Inc.","Assertio Holdings, Inc.",finmb_363049,America/New_York,EST,us_market,4.96,,9.725491,Assertio,,,,,
ASRV,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-0.7407459,4.02,-18000000,False,1681734600.0,1682080200.0,0.115,0.02839506,0.43,,,,17117600.0,6.078,3.9894,0.030600071,0.0076703443,3.945,0.07500005,0.01901142,68812752.0,,0.66140175,15,0,,False,False,475943400000.0,4,0.0,1676667610.0,4.02,0.0,-0.03000021,1676667604,4.07,3.96 - 4.07,3.96,2005,4.05,3.83,4.02,10,8.0,NasdaqGM,USD,4.07,22131,13710,0.3599999,0.09836063,3.66 - 4.52,-0.5,-0.11061947,3.66,4.52,1676937600.0,1674565220.0,NGM,AmeriServ Financial Inc.,"AmeriServ Financial, Inc.",finmb_311189,America/New_York,EST,us_market,4.02,,9.348837,AmeriServ Financial,,,,,
ASST,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,2.352939,1.74,-18000000,False,,,0.0,0.0,,,,,8385280.0,0.003,2.1027272,-0.36272717,-0.1725032,2.1027272,-0.36272717,-0.1725032,21315000.0,,580.0,15,0,,False,False,1675434600000.0,4,0.0,1676680734.0,1.74,0.0,0.03999996,1676667170,1.74,1.6508 - 1.74,1.6508,40690,1.7,1.67,1.72,10,8.0,NasdaqCM,USD,1.66,468500,270430,0.120000005,0.074074075,1.62 - 6.98,-5.24,-0.75071627,1.62,6.98,,,NCM,Asset Entities Inc.,Asset Entities Inc.,finmb_1781471845,America/New_York,EST,us_market,1.74,2023-02-03,,Asset Entities,,,,,
ASTC,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-3.1879206,11.54,-18000000,False,1683721800.0,1684153800.0,0.0,0.0,-0.167,-0.68,,,1692600.0,28.815,11.1522,0.38780022,0.034773428,12.86695,-1.3269501,-0.10312856,19532604.0,-16.970589,0.40048584,15,0,,False,False,819556200000.0,2,-0.0866571,1676679030.0,11.53,-0.010000229,-0.3800001,1676667594,11.96,11.54 - 11.96,11.54,3261,11.92,11.11,11.96,10,9.0,NasdaqCM,USD,11.5813,19260,11980,2.2600002,0.24353452,9.28 - 23.1,-11.56,-0.5004329,9.28,23.1,1508112000.0,1676293200.0,NCM,Astrotech Corporation,Astrotech Corporation,finmb_34592,America/New_York,EST,us_market,11.54,,,Astrotech,,,,,
ASTE,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,2.1148727,45.87,-18000000,False,1677672000.0,1677672000.0,0.48,0.010685664,0.05,2.17,1.25,36.696,22712400.0,27.639,41.7958,4.0741997,0.09747869,41.4691,4.400898,0.10612475,1041817792.0,21.138248,1.6596113,15,0,2.0 - Buy,False,False,519485400000.0,2,0.0,1676668889.0,45.87,0.0,0.95000076,1676667605,46.135,45.08 - 46.135,45.08,80865,44.92,35.0,58.12,9,10.0,NasdaqGS,USD,45.21,114834,75630,14.829998,0.47777054,31.04 - 54.0,-8.130001,-0.15055558,31.04,54.0,1669939200.0,1677672000.0,NMS,"Astec Industries, Inc.","Astec Industries, Inc.",finmb_251951,America/New_York,EST,us_market,45.87,,917.39996,Astec Industries,,,,,
ASTI,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,CLOSED,USD,-0.77653176,0.69,-18000000,False,1660557600.0,1660557600.0,0.0,0.0,-1.445,,,,33930800.0,0.05,1.56512,-0.87512,-0.55913925,3.167138,-2.477138,-0.7821377,23412252.0,,13.8,15,0,,False,False,1661347800000.0,4,-3.623185,1676681963.0,0.665,-0.024999976,-0.005400002,1676667604,0.69,0.64 - 0.69,0.64,292966,0.6954,0.67,0.7,8,14.0,NasdaqCM,USD,0.69,248945,987210,0.06400001,0.10223644,0.626 - 11.5,-10.81,-0.94000006,0.626,11.5,1532304000.0,1660557600.0,NCM,"Ascent Solar Technologies, Inc","Ascent Solar Technologies, Inc.",finmb_25599554,America/New_York,EST,us_market,0.69,2022-08-24,,Ascent Solar,,,,,
ASTL,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,USD,-2.8858223,7.74,-18000000,False,,,0.265,0.033249684,1.93,1.61,1.9,4.073684,103568000.0,14.193,6.9852,0.75479984,0.108057015,7.97895,-0.23895025,-0.02994758,801685952.0,4.807453,0.5453392,15,0,2.4 - Buy,False,False,1614868200000.0,2,1.0336,1676679401.0,7.82,0.0800004,-0.23000002,1676667604,7.91,7.72 - 7.91,7.72,928288,7.97,7.7,7.94,10,22.0,NasdaqGM,CAD,7.96,1241191,1535680,2.1,0.3723404,5.64 - 12.5,-4.76,-0.3808,5.64,12.5,1672358400.0,,NGM,Algoma Steel Group Inc.,Algoma Steel Group Inc.,finmb_381324,America/New_York,EST,us_market,7.74,2021-10-20,4.0103626,Algoma Steel,,,,,
